sample	group	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	supplementary_file.1	data_row_count	relation	relation.1
GSM279784	JDM	GSM279784	Public on Mar 25 2009	Apr 04 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279784/suppl/GSM279784.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279784/suppl/GSM279784.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM279785	JDM	GSM279785	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279785/suppl/GSM279785.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279785/suppl/GSM279785.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279786	JDM	GSM279786	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279786/suppl/GSM279786.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279786/suppl/GSM279786.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279787	JDM	GSM279787	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279787/suppl/GSM279787.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279787/suppl/GSM279787.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279788	JDM	GSM279788	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279788/suppl/GSM279788.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279788/suppl/GSM279788.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279789	JDM	GSM279789	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279789/suppl/GSM279789.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279789/suppl/GSM279789.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279790	JDM	GSM279790	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279790/suppl/GSM279790.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279790/suppl/GSM279790.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279791	JDM	GSM279791	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279791/suppl/GSM279791.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279791/suppl/GSM279791.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279792	JDM	GSM279792	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279792/suppl/GSM279792.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279792/suppl/GSM279792.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279793	JDM	GSM279793	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279793/suppl/GSM279793.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279793/suppl/GSM279793.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279794	JDM	GSM279794	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279794/suppl/GSM279794.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279794/suppl/GSM279794.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279795	JDM	GSM279795	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279795/suppl/GSM279795.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279795/suppl/GSM279795.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279796	JDM	GSM279796	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279796/suppl/GSM279796.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279796/suppl/GSM279796.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279797	JDM	GSM279797	Public on Mar 25 2009	Apr 04 2008	Nov 14 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279797/suppl/GSM279797.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279797/suppl/GSM279797.CHP.gz	54675	Reanalyzed by: GSE119087	Reanalyzed by: GSE122511
GSM279798	JIA	GSM279798	Public on Mar 25 2009	Apr 04 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279798/suppl/GSM279798.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279798/suppl/GSM279798.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM279799	JIA	GSM279799	Public on Mar 25 2009	Apr 04 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279799/suppl/GSM279799.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279799/suppl/GSM279799.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM279800	JIA	GSM279800	Public on Mar 25 2009	Apr 04 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279800/suppl/GSM279800.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279800/suppl/GSM279800.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM279801	JIA	GSM279801	Public on Mar 25 2009	Apr 04 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279801/suppl/GSM279801.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279801/suppl/GSM279801.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM279995	JIA	GSM279995	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279995/suppl/GSM279995.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279995/suppl/GSM279995.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM279997	JIA	GSM279997	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279997/suppl/GSM279997.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279997/suppl/GSM279997.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM279998	JIA	GSM279998	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279998/suppl/GSM279998.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279998/suppl/GSM279998.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM279999	JIA	GSM279999	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279999/suppl/GSM279999.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM279nnn/GSM279999/suppl/GSM279999.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280000	JIA	GSM280000	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280000/suppl/GSM280000.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280000/suppl/GSM280000.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280001	JIA	GSM280001	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280001/suppl/GSM280001.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280001/suppl/GSM280001.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280002	JIA	GSM280002	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280002/suppl/GSM280002.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280002/suppl/GSM280002.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280003	JIA	GSM280003	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280003/suppl/GSM280003.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280003/suppl/GSM280003.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280004	JIA	GSM280004	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280004/suppl/GSM280004.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280004/suppl/GSM280004.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280006	JIA	GSM280006	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280006/suppl/GSM280006.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280006/suppl/GSM280006.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280007	JIA	GSM280007	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280007/suppl/GSM280007.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280007/suppl/GSM280007.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280008	JIA	GSM280008	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280008/suppl/GSM280008.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280008/suppl/GSM280008.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280009	JIA	GSM280009	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280009/suppl/GSM280009.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280009/suppl/GSM280009.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280010	JIA	GSM280010	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	PBMC	Homo sapiens	PBMC	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280010/suppl/GSM280010.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280010/suppl/GSM280010.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280017	JIA	GSM280017	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280017/suppl/GSM280017.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280017/suppl/GSM280017.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280018	JIA	GSM280018	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280018/suppl/GSM280018.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280018/suppl/GSM280018.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280019	JIA	GSM280019	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280019/suppl/GSM280019.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280019/suppl/GSM280019.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280020	JIA	GSM280020	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280020/suppl/GSM280020.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280020/suppl/GSM280020.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280023	JIA	GSM280023	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280023/suppl/GSM280023.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280023/suppl/GSM280023.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280025	JIA	GSM280025	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280025/suppl/GSM280025.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280025/suppl/GSM280025.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280026	JIA	GSM280026	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280026/suppl/GSM280026.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280026/suppl/GSM280026.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280027	JIA	GSM280027	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280027/suppl/GSM280027.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280027/suppl/GSM280027.CHP.gz	54675	Reanalyzed by: GSE119087	
GSM280028	JIA	GSM280028	Public on Mar 25 2009	Apr 07 2008	Aug 28 2018	RNA	1	neutrophil	Homo sapiens	neutrophil	total RNA	Trizol + RNEasy	biotin	Affymetrix	9606	Affymetrix	Affymetrix	Affymetrix	GCOS 5.0	GPL570	"Bart,,Frank"	frank@omrf.org	OMRF	825 NE 13 St	Oklahoma City	OK	73103	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280028/suppl/GSM280028.CEL.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM280nnn/GSM280028/suppl/GSM280028.CHP.gz	54675	Reanalyzed by: GSE119087	
